Bedrooms,Bathrooms,Location,Price
3,3,"Riverside, Westlands",950000000
5,5,Kilimani,34000000
4,5,Kileleshwa,24500000
4,5,Kileleshwa,23500000
3,4,Kileleshwa,19500000
3,3,"1220J, Kilimani Estate Nairobi, Lavington",20000000
0,1,"Kikuyu - Naivasha Road, Riruta, Riara Road",2500000
2,2,"1220J, Kilimani Estate Nairobi, Kilimani",15000000
2,2,Kilimani,8600000
3,3,"Wood Avenue, Kilimani",12000000
3,4,Kileleshwa,15000000
2,4,Kileleshwa,13500000
2,3,"Springvalley, Westlands Area, Westlands",18000000
2,3,Kileleshwa,14000000
2,2,"Gitanga Rd, Kilimani",10000000
1,1,"Thika Rd, Mirema, Roysambu",5200000
3,5,Kilimani,16000000
4,6,Kilimani,26000000
0,1,"Thika Rd, Mirema, Roysambu",2500000
2,2,"Yaya, Kilimani",8800000
1,1,"Yaya Centre, Kilimani",7200000
0,,Kilimani,4900000
2,2,Kilimani,7700000
1,1,Kilimani,6700000
3,4,Kileleshwa,16500000
2,3,Lavington,20000000
3,3,"1217J, Forest Road Near Premier Academy, Parklands, Westlands",15900000
3,3,"1220J, Westlands Nairobi(SHOW HOUSE READY BY APRIL 2025), Westlands Area, Westlands",21600000
2,2,"1220J, Westlands Nairobi(SHOW HOUSE READY BY APRIL 2025), Westlands Area, Westlands",15800000
2,2,"George Padmore, Kilimani",9900000
2,2,"Kirichwa Road, Kilimani",14500000
2,2,"Kitisuru, Westlands",9999999
1,1,"Sports Road, Westlands Area, Westlands",13000000
4,4,Kileleshwa,24600000
1,1,"1220J, Westlands Nairobi(SHOW HOUSE READY BY APRIL 2025), Westlands Area, Westlands",8800000
3,3,"1220J, Kileleshwa Estate Nairobi, Kileleshwa",23500000
0,1,"1220J, Parklands Nairobi(COMPLETION APRIL 2025), Parklands, Westlands",6500000
2,2,"Kitusuru, Kirawa Road, Kitisuru, Westlands",10000000
3,3,"Rhapta Road, Westlands",32000000
1,1,"Padimore Road, Kilimani",5700000
1,1,"Gatundu Crescent, Kileleshwa",6600000
1,1,"Westlands Area, Westlands",6750000
2,2,"Kitisuru - Westlands, Kitisuru, Westlands",9500000
4,4,"Kirichwa Road, Kilimani",25000000
4,4,"1219J, Off - Genaral Mathenge Drive(Completion May 2025), Spring Valley, Westlands",35500000
1,1,"Kingara Road, Lavington",6730000
0,1,"Kingara Road, Lavington",5590000
2,2,"1219J, Westlands Nairobi(UNDER CONSTRUCTION), Westlands Area, Westlands",14200000
1,1,"1219J, Westlands Nairobi(UNDER CONSTRUCTION), Westlands Area, Westlands",8300000
0,1,"Kingara Road, Lavington",4890000
0,1,"1219J, Westlands Nairobi(UNDER CONSTRUCTION), Westlands Area, Westlands",6800000
4,,"Brookside, Westlands",30000000
3,3,"Wood Avenue, Kilimani",16500000
1,1,"WESTLANDS ROAD, Westlands Area, Westlands",8300000
3,4,"Brookside Garden, Brookside, Westlands",23000000
3,3,"Kindaruma, Kilimani",13000000
4,5,"Githunguri, Kileleshwa",21000000
2,3,"Nyeri Road, Kileleshwa",8500000
0,1,"Muthithi Road, Westlands Area, Westlands",6600000
1,1,"Westlands Road, Westlands Area, Westlands",7900000
3,3,"1218J, Riara Road Lavington, Lavington",18000000
2,2,Lavington,10600000
1,1,"Westlands Area, Westlands",7650000
2,2,"1218J, Brookside Westlands(UNDER CONSTRUCTION), Brookside, Westlands",13000000
3,3,"Westlands Area, Westlands",19500000
1,1,"1218J, Brookside Westlands(Under Construction), Brookside, Westlands",8300000
3,3,"1218J, Westlands Nairobi(COMPLETION JULY 2025), Westlands Area, Westlands",13500000
2,2,"1219J, Westlands Nairobi(COMPLETION JULY 2025), Westlands Area, Westlands",11500000
0,1,"Westlands Area, Westlands",5800000
3,3,"1219J, Lavington Estate Nairobi, Lavington",18000000
3,4,"Brookside Drive, Brookside, Westlands",23000000
4,6,"Kileleshwa - Othaya Road, Kileleshwa",24500000
4,4,"1218J, Loresho Nairobi(UNDER CONSTRUCTION), Loresho, Westlands",87500000
4,4,"1218J, Loresho Nairobi(UNDER CONSTRUCTION), Loresho, Westlands",66000000
2,2,"1218J, Kileleshwa Estate Nairobi, Kileleshwa",13500000
0,1,Kileleshwa,4500000
2,1,"Off Okoth Aura Road, Along Forest Road, Pangani",10000000
1,1,"Lavington, Lavington",7880000
3,3,"1218J, Westlands Nairobi(UNDER CONSTRUCTION), Westlands Area, Westlands",13900000
3,3,"1218J, Kilimani Estate Nairobi (DECEMBER SPECIAL OFFER), Kilimani",11100000
3,3,"Westlands Area, Westlands",40000000
2,2,"1218J, Kilimani Estate Nairobi (DECEMBER SPECIAL OFFER), Kilimani",7600000
0,1,"Lavington, Lavington",5290000
1,1,"Lavington Area, Lavington, Lavington",6930000
2,2,"Lavington, Lavington",10890000
2,2,"Westlands Area, Westlands",12500000
3,3,"Westlands Area, Westlands",18000000
1,1,"Riara Road - Lavington, Lavington",5970000
2,2,"Westlands Area, Westlands",11800000
2,2,"Westlands Area, Westlands",12500000
1,1,"Westlands Area, Westlands",9120000
2,2,"Westlands Area, Westlands",12600000
2,2,"Westlands Area, Westlands",9500000
5,5,"Parklands, Westlands",40000000
2,2,"Westlands Area, Westlands",18600000
1,1,"Westlands Area, Westlands",9600000
1,1,"George Padmore Road, Kilimani",6800000
3,3,"1217J, Rhapta Road Westlands., Westlands Area, Westlands",17800000
3,3,"1217J, Kilimani Estate Nairobi, Kilimani",14000000
1,1,"1217J, Juja Estate Nairobi(UNDER CONSTRUCTION), Thika Road",4200000
0,1,"1217J, Juja Estate Nairobi(UNDER CONSTRUCTION), Thika Road",2400000
4,3,Kilimani,19000000
4,3,"Fourways, Kiambu Road",16500000
1,1,Kilimani,4500000
3,3,Kileleshwa,20000000
3,3,"Westlands Area, Westlands",2800000
3,4,"Westland Raphta Rd, Westlands Area, Westlands",26000000
1,2,"Westlands - Waiyaki Way Westlands Road, Westlands Area, Westlands",9120000
2,3,"Westlands Road, Westlands Area, Westlands",15200000
3,3,"1216J, Thika Road",22000000
2,2,"1216J, Thika Road(UNDER CONSTRUCTION), Thika Road",8000000
1,1,"1216J, Thika Road(UNDER CONSTRUCTION), Thika Road",5500000
0,1,"1216J, Thika Road(UNDER CONSTRUCTION), Thika Road",3400000
1,1,"Brookside, Westlands Area, Westlands",8400000
3,3,"1216J, Kilimani Estate Nairobi, Kilimani",26500000
1,1,"1216J, Kilimani Estate Nairobi, Kilimani",7000000
2,3,"Sports Road, Westlands Area, Westlands",12500000
1,2,"Westlands Area, Westlands",7900000
2,3,"Sports Road, Westlands Area, Westlands",12100000
1,2,"Westlands Area, Westlands",7300000
4,5,"Othaya Road, Kileleshwa",23500000
3,4,"Othaya Road, Kileleshwa",20000000
0,1,"Sports Road, Westlands Area, Westlands",8066850
1,2,"Mandera Road, Kileleshwa",18730000
1,2,"Othaya Road, Kileleshwa",9500000
2,2,"Othaya Road, Kileleshwa",12500000
1,2,"Sports Road, Westlands Area, Westlands",7600000
2,2,"1216J, Dagoretti Corner Nairobi(UNDER CONSTRUCTION), Naivasha Road",5360000
2,2,"Sports Road, Westlands Area, Westlands",11000000
1,1,"1216J, Off - Naivasha Road(UNDER CONSTRUCTION), Dagoretti Corner",3100000
2,2,"Othaya Road, Kileleshwa",8800000
2,2,"Othaya Road, Kileleshwa",9800000
0,1,"1216J, Dagoretti Corner Nairobi(UNDER CONSTRUCTION), Naivasha Road",1900000
2,3,"Oloitoktok Road, Kilimani",10500000
2,3,"Kitisuru, Westlands",9500000
3,3,"Kiambu, Kirigiti, Kiambu Road",5500000
1,1,"Westlands Road, Westlands Area, Westlands",9120000
2,2,"Westlands Road, Westlands Area, Westlands",14880000
3,3,"Westlands - Lower Kabete Road, Westlands Area, Westlands",23700000
4,4,"Westlands - Lower Kabete Road, Westlands Area, Westlands",35500000
1,1,"Westlands Rd, Westlands Area, Westlands",8700000
2,2,"Westlands Rd, Westlands Area, Westlands",14600000
2,2,Uthiru,8000000
2,1,Naivasha Road,10000000
2,3,"Mugoiri Road, Kileleshwa",10100000
2,2,"Othaya Road, Kileleshwa",9000000
1,2,"Riverside, Westlands",9500000
1,2,Mombasa Road,11600000
2,2,"Riverside, Westlands",12600000
3,4,"Riverside, Westlands",25000000
4,5,"Riverside, Westlands",35000000
3,3,"Westlands - Lower Kabete Road, Westlands Area, Westlands",23200000
2,2,"Kilimani - Kirichwa Road, Kilimani",11100000
1,2,"Waiyaki Way - Muthithi Road, Westlands Area, Westlands",6750000
2,4,Kilimani,13900000
4,4,"Westlands - Lower Kabete Road - Brookside, Westlands Area, Westlands",35500000
3,3,"Westlands - Lower Kabete Road - Brookside, Westlands Area, Westlands",23200000
4,4,"Westlands - Lower Kabete Road - Brookside, Westlands Area, Westlands",29500000
4,4,"Westlands - Lower Kabete Road, Westlands Area, Westlands",29500000
3,4,"Westlands - Mogotio Road, Westlands Area, Westlands",15000000
2,2,"Westlands - Mogotio Road, Westlands Area, Westlands",11300000
3,5,"Waiyaki Way - Sports Road, Westlands Area, Westlands",21250000
2,3,"Waiyaki Way - Sports Road, Westlands Area, Westlands",14650000
1,2,"Mandera Road, Kileleshwa",8500000
2,2,"Argwings Khodek, Kilimani",12500000
2,2,"Muthiga, Waiyaki Way, Westlands",5500000
3,4,"Kileleshwa - Nyeri Road, Kileleshwa",14500000
2,3,"Waiyaki Way - Muthithi Road, Westlands Area, Westlands",13050000
3,4,"Kileleshwa - Nyeri Road, Kileleshwa",16500000
2,2,"Kileleshwa - Nyeri Road, Kileleshwa",9000000
3,3,Kileleshwa,28000000
3,3,"General Mathenge, Westlands",31500000
4,4,"1213J, Kileleshwa Estate Nairobi, Kileleshwa",22000000
3,4,"Riverside, Westlands",55000000
2,2,"Westlands Area, Westlands",22000000
1,1,"Westland, Spring Valley, Westlands",0
0,,"Westland Road, Westlands Area, Westlands",0
1,1,"Westlands Area, Westlands",7200000
1,2,"Westland Road, Westlands Area, Westlands",8300000
3,4,"Westlands Area, Westlands",42000000
1,2,Kilimani,7000000
1,2,"Riverside, Westlands",17300000
3,3,"Westlands Area, Westlands",17700000
2,2,"Brookside, Westlands",16500000
3,2,"Riverside, Westlands",20500000
2,,Imara Daima,7500000
4,4,Lavington,37000000
3,4,Kileleshwa,24500000
3,3,Kilimani,16500000
3,3,"Syokimau Near 67 Airport Hotel, Mombasa Road",11500000
2,2,"Syokimau Near 67 Airport Hotel, Mombasa Road",8700000
2,1,"Syokimau Near 67 Airport Hotel, Mombasa Road",6500000
1,2,"Syokimau Near 67 Airport Hotel, Mombasa Road",5200000
1,1,"001, Mushembi Rd, Ngara",4600000
0,1,"Syokimau Near 67 Airport Hotel, Mombasa Road",4450000
3,2,"Kitisuru, Westlands",15000000
2,2,Mombasa Road,7000000
2,1,Mombasa Road,4500000
3,2,Ngong Road,14000000
3,4,Lavington,13600000
3,3,"Westlands, Kiambu Road",12800000
2,3,Kilimani,9000000
1,1,"Wanye Road, Dagoretti Corner",4000000
1,1,"Church Road - Westlands, Westlands Area, Westlands",6500000
1,1,"Westlands, Westlands Area",7800000
2,,"Kamiti Road - Kiamumbi, Thika Road",49000000
2,2,"Mahiga Mairu Ave, Westlands Area, Westlands",12200000
2,2,"Riverside Drive, Riverside, Westlands",13500000
1,1,"Mahiga Mairu, Westlands Area, Westlands",7700000
3,3,"Kindaruma Road, Kilimani",12000000
2,2,"Othaya Road, Kileleshwa",13500000
2,2,Kileleshwa,9000000
3,3,"Githuri Road, Parklands, Westlands",23000000
1,1,"JKIA, Mombasa Road",11700000
2,2,"Westlands, Westlands Area",16500000
2,2,"George Padmore, Kilimani",9300000
4,,"Ndemi Road, Kilimani",26000000
3,3,"Kingara Road, Lavington",14500000
3,3,Kileleshwa,15500000
1,,Karen,6500000
3,3,"Off Rhapta Road, Westlands Area, Westlands",22000000
4,5,"11, Lavington, Lavington",32000000
3,4,"Tinderet Avenue Off Kandara Road, Kileleshwa",18000000
2,2,"Westlands, Westlands Area",17199000
1,2,"Westlands, Westlands Area",13377000
0,1,"Westlands, Westlands Area",7992400
2,2,"KIRICHWA ROAD, Kilimani",8600000
2,3,"Westlands Area, Westlands",12200000
3,3,"Riverside, Westlands",6500000
2,2,"Westlands Area, Westlands",16000000
3,2,"Valley Arcade, Gitanga Close, Lavington",13800000
3,3,Kileleshwa,33000000
3,4,"10, Rhapta Road, Westlands Area, Westlands",15500000
3,3,"Likoni Road, Kilimani",13900000
2,2,"Nyeri Road, Kileleshwa",9000000
4,5,Muthaiga,75000000
2,2,"Rhapta Road, Westlands",21500000
3,3,"Ring Road, Kileleshwa",16125000
3,4,"Sports, Sports Road, Westlands Area, Westlands",20900000
2,2,Kileleshwa,9800000
1,1,"Mahiga Mairo, Mahiga Mairo Road, Westlands Area, Westlands",7700000
2,2,"Riverside, Westlands",32000000
2,2,"Riverside Garden Cl, Riverside, Westlands",13500000000
4,5,Muthaiga,75000000
4,4,Kileleshwa,23500000
3,3,"Mogotio Road, Parklands, Westlands",23100000
0,1,"JKIA, Mombasa Road",7893600
1,1,Lavington,7000000
3,3,"Westlands Area, Westlands",32000000
1,2,"Luckinn Ivy Residence, Mogotio Road, Westlands Area, Westlands",9900000
2,2,"Ojijo, Westlands Area, Westlands",15500000
2,2,"Westlands Area, Westlands",25000000
3,3,"Parklands, Westlands",28000000
3,3,"Sports Road, Westlands Area, Westlands",21500000
3,3,"Mogotio Road, Westlands Area, Westlands",15100000
4,4,"Kindaruma Road, Kilimani",19880000
1,1,"Westlands Road, Westlands Area, Westlands",8000000
1,1,"Rhapta Road, Westlands Area, Westlands",7500000
1,1,"Sports Road, Westlands Area, Westlands",7000000
2,2,"Rhapta Road, Westlands Area, Westlands",10000000
1,1,"Rhapta Road, Westlands Area, Westlands",6500000
1,1,"Westlands Road, Westlands Area, Westlands",7800000
1,1,"Muthangari Drive, Westlands Area, Westlands",9100000
1,1,"Westlands Area, Westlands",7700000
1,1,"GITHUNGURI, Kileleshwa",6000000
1,1,"George Padmore Road, Kilimani",5200000
1,1,"Westlands Road, Westlands Area, Westlands",7900000
3,3,"Laikipia Road, Kileleshwa",12500000
5,3,"Parklands, Westlands",20000000
1,2,"Riverside Drive, Riverside, Westlands",20000000
2,2,"Riverside Drive, Riverside, Westlands",37000000
3,4,"Riverside Drive, Riverside, Westlands",58000000
4,4,"Riverside Drive, Riverside, Westlands",137000000
3,4,"Riverside, Westlands",45000000
1,1,Kilimani,7450000
2,2,Kilimani,10500000
3,3,Kilimani,14150000
3,3,"Near Seasons, Kasarani",8500000
2,2,"Muthaiga Square, Thika Road",22000000
2,2,"Kindaruma Road, Kilimani",14500000
3,2,Lavington,24000000
3,3,"Parklands, Westlands",22000000
5,5,Kilimani,33500000
3,3,"Riverside, Westlands",20500000
3,3,"Westlands Area, Westlands",40000000
3,3,"Parklands, Westlands",40000000
1,1,"Riverside, Westlands",12800000
4,4,"Parklands, Westlands",19000000
3,3,"General Mathenge, Westlands",32000000
3,4,"Tinderet Avenue Off Kandara Road, Kilimani",18000000
4,4,"Riara, Lavington",20000000
1,1,Kileleshwa,4800000
1,1,"Riruta, Riara Road",4500000
2,2,Mombasa Road,6000000
2,4,"Westlands - Sports Road, Westlands Area, Westlands",14650000
2,3,"Nyeri Road, Kileleshwa",12500000
1,1,"Garden City Mall, Thika Road",8300000
3,4,"Westlands - Mogotio Road, Westlands Area, Westlands",15000000
2,3,"Westlands - Mogotio Road, Westlands Area, Westlands",11300000
2,2,"Area, Yaya Centre, Kilimani",1500000000
2,3,"Riverside, Westlands",25900000
3,3,"11, KILIMANI, Kilimani",20000000
3,3,"Mirema, Roysambu",5200000
2,2,"Riverside, Westlands",13500000
1,1,Lavington,7000000
1,1,"Ring Road, Kileleshwa",8300000
2,2,"Ruaka, Ruaraka",7000000
1,1,"Westlands, Westlands Area, Westlands",9100000
4,5,Kileleshwa,24500000
2,2,Kilimani,12700000
3,2,Embakasi,7000000
3,3,"Othaya Road, Lavington",19000000
3,2,"Marcus Gavey, Kilimani",13500000
3,4,Kileleshwa,23500000
3,3,"Nyeri Road, Kileleshwa",16500000
2,2,"Kirichwa Road, Kilimani",11000000
1,1,"Chania Avenue, Kilimani",6500000
2,2,"Othaya Road, Kileleshwa",13500000
2,2,"Mogotio Road, Westlands Area, Westlands",11700000
2,2,"Westlands Area, Westlands Area, Westlands",14150000
2,2,"Kindaruma Road, Kilimani",11000000
1,1,"Arwing Kodhek Road, Lavington",6500000
3,2,"Chania Avenue, Kilimani",12800000
2,2,"Arwing Kodhek Road, Lavington",11000000
2,2,"Westland, Westlands Area, Westlands",12000000
3,4,"Kiambere Rd, Upper Hill",25000000
2,2,"Muthangari Road, Lavington",17000000
2,2,"Westlands Area, Westlands",11500000
1,1,"Westlands Road, Westlands Area, Westlands",6900000
1,1,Kilimani,5500000
3,4,"Brookside Gardens, Westlands Area, Westlands",25000000
2,3,"Brookside, Westlands Area, Westlands",28000000
3,3,"Off Peponi Road And Few Minutes Drive To Gigiri, General Mathenge, Westlands",27000000
4,4,"Brookside Park, Westlands Area, Westlands",30000000
2,2,"Near Valley Arcade Mall, Lavington",18000000
2,2,"General Mathenge, Westlands",22400000
3,3,Kileleshwa,15000000
0,1,"Othaya Road, Kileleshwa",8500000
2,2,"Othaya Road, Kileleshwa",16500000
3,4,"Westlands Area, Westlands",27000000
3,3,"Brookside Drive, Westlands Area, Westlands",23000000
2,2,"Westlands Area, Westlands",30400000
3,2,Embakasi,7500000
1,1,Kilimani,14000000
4,3,Kilimani,25000000
3,1,"Riruta, Riara Road",9500000
4,4,Kileleshwa,22000000
4,4,Kileleshwa,23000000
2,2,"Westlands Area, Westlands",9500000
3,4,Lavington,16500000
4,3,Lavington,18000000
1,1,Kilimani,6000000
2,1,Embakasi,25000000
3,2,Embakasi,7500000
3,3,Ngara,16500000
2,3,"Chania Avenue, Kilimani",12800000
3,3,"Riverside, Westlands",28000000
3,2,Embakasi,7500000
1,1,"Westlands Area, Westlands",8000000
1,1,Kilimani,4800000
3,3,Kileleshwa,27000000
2,1,South B,10000000
3,2,Madaraka,12000000
3,3,Kileleshwa,22500000
2,2,"Westlands Area, Westlands",12300000
1,1,"Westlands Area, Westlands",8000000
2,1,"Waiyaki Way, Westlands",11500000
2,,"Riverside, Westlands",20000000
4,4,Riara Road,16000000
3,3,Kilimani,17000000
4,4,"Parklands, Westlands",40000000
0,1,"Kingara Road, Lavington",4690000
3,4,"Brookside, Westlands",27000000
4,6,"Othaya Rd, Kileleshwa",32000000
2,1,Kileleshwa,11500000
1,2,"Wanyee Rd, Dagoretti Corner",2300000
1,2,"David Osieli, Westlands Area, Westlands",6450000
1,2,"Kindaruma Rd, Kilimani",6800000
1,2,"Riverside Drive, Riverside, Westlands",15000000
2,3,"General Mathenge, Westlands Area, Westlands",25900000
3,3,Kileleshwa,25000000
3,3,"Peponi Road, Westlands Area, Westlands",38000000
1,1,"Westlands Area, Westlands",6400000
0,1,"Westlands, Westlands Area",8000000
3,4,"Westlands Area, Westlands",18200000
2,2,Kileleshwa,13000000
2,2,Kilimani,11000000
3,3,"Mogotio Road, Westlands Area, Westlands",15100000
1,1,"Westlands Area, Westlands Area, Westlands",8800000
2,3,Kileleshwa,14500000
3,4,Kileleshwa,16700000
3,4,Kileleshwa,20000000
1,1,"Westlands, Westlands Area",9000000
2,2,"01, Upper Hill, Upper Hill",28000000
4,4,"01, Westland, Westlands Area, Westlands",74000000
3,3,Lavington,22000000
1,1,"Westlands, Westlands Area",11000000
2,,Lavington,10090000
2,1,"Sabaki, Mombasa Road",4500000
2,1,"Syokimau, Mombasa Road",5500000
4,5,"Westlands Area, Westlands",55000000
4,5,"Westlands Area, Westlands",31000000
2,2,"Kirichwa Road, Kilimani",8600000
1,1,"Westlands Road, Westlands Area, Westlands",11089000
2,3,"Westlands Road, Westlands Area, Westlands",17000000
1,1,Lavington,8000000
4,4,"General Mathenge, Westlands Area, Westlands",52000000
4,4,"4th Avenue, Parklands, Westlands",26000000
3,3,"4th Avenue, Parklands, Westlands",23000000
2,2,"Riverside Drive, Riverside, Westlands",24000000
2,2,"General Mathenge, Westlands Area, Westlands",19500000
3,4,Kilimani,22000000
3,2,Embakasi,7800000
4,5,"300, Kileleshwa, Kileleshwa",56000000
4,4,Kileleshwa,48000000
1,1,"Westlands Area, Westlands",7700000
2,2,"Westlands Area, Westlands",11500000
1,1,"Westlands Area, Westlands",9200000
3,4,Kileleshwa,30000000
4,5,Kileleshwa,24500000
4,4,"Mandera Road, Kileleshwa",25000000
4,3,"Off Ring Road Kilimani, Kilimani",14600000
2,2,"Nyeri Road, Kileleshwa",10800000
1,1,"Westlands Road, Westlands Area, Westlands",9000000
6,8,"Othaya - Makueni Road Junction, Othaya Road, Kileleshwa",98000000
5,7,"Othaya - Makueni Road Junction, Othaya Road, Kileleshwa",64000000
5,7,"Othaya - Makueni Road Junction, Othaya Road, Kileleshwa",48000000
3,3,"Parklands, Westlands",43000000
4,6,"Othaya - Makueni Road Junction, Othaya Road, Kileleshwa",81000000
1,1,"Hatheru Road, Lavington",8000000
3,5,"Othaya - Makueni Road Junction, Othaya Road, Kileleshwa",35000000
3,5,"Othaya - Makueni Junction, Othaya Road, Kileleshwa",27000000
4,4,"Githunguri Road, Kileleshwa",29000000
1,1,"Westlands Area, Westlands",8450000
2,2,"Parklands, Westlands",12000000
1,1,Kileleshwa,3800000
2,2,"33, Equity, Kasarani",28000000
2,2,"Garden City Mall, Thika Road",8000000
1,1,"Garden City Mall, Thika Road",5500000
1,2,"Garden City Mall, Thika Road",9700000
2,2,"Garden City Mall, Thika Road",15000000
3,4,"Argwings Kodhek Road - Lavington, Lavington",25000000
2,3,"Argwings Kodhek Road - Lavington, Lavington",18000000
3,5,"Kileleshwa Othaya Road - Makueni Road, Kileleshwa",27000000
2,3,"Kileleshwa Othaya Road - Makueni Road, Kileleshwa",16500000
4,6,"Kileleshwa Othaya Road - Makueni Road, Kileleshwa",81000000
2,3,"Westlands Area, Westlands",13550000
2,3,Ruaraka,8200000
3,3,"Parklands, Westlands",40000000
3,2,"Off Ring Road Kilimani, Kilimani",12600000
2,2,"Naivasha Road- Nduaru Road, Riruta, Riara Road",6400000
2,2,"Westlands, Westlands Area, Westlands",11700000
4,4,"Peponi Road, Westlands Area, Westlands",64000000
3,3,"Rhapta Road, Westlands",30000000
2,2,"Nyeri Road, Kileleshwa",9000000
4,4,"Brookside Drive, Westlands Area, Westlands",35000000
3,3,Kileleshwa,18000000
1,1,"Westlands, Westlands Area",7700000
2,2,Kilimani,11800000
2,1,Kileleshwa,7000000
3,3,Kilimani,11500000
2,1,Imara Daima,6800000
2,2,"Riverside, Westlands",25000000
2,2,Lavington,17930000
1,1,Lavington,7720000
1,1,State House,9600000
3,3,"Nyeri Road, Kileleshwa",16500000
2,2,"Likoni Road, Kilimani",11000000
1,1,"Westlands Area, Westlands",7890000
3,3,"Rhapta Road, Westlands",35500000
2,2,"Westlands Area, Westlands",10950000
0,1,"Muthithi Road, Westlands Area, Westlands",6500000
0,1,Mombasa Road,7780000
3,2,"Greenzone, Kiambu Road",8700000
2,2,"Riara Road, Lavington",11000000
4,4,"Mandera Road, Kileleshwa",25000000
2,1,"Rhapta Road, Westlands",21500000
1,2,Kilimani,7500000
2,3,"Brookside Road, Brookside, Westlands",15000000
3,2,"Westlands, Westlands Area, Westlands",15500000
2,2,"Riara Road, Lavington",20000000
3,2,"Parklands, Westlands",18000000
2,4,"Rhapta Road, Westlands Area, Westlands",10000000
4,2,"Westlands Area, Westlands",27000000
2,3,"Wood Avenue, Kilimani",12000000
3,1,"Riverside, Westlands",27000000
1,4,"Kagundo Road, Kileleshwa",4100000
3,4,"Riverside, Westlands",38000000
3,1,Kileleshwa,19500000
2,,"Roysambu - Lumumba Drive, Thika Road",88000000
