Bedrooms,Bathrooms,Location,Price
3,3.0,Kileleshwa,13000000
1,1.0,Lavington,5000000
1,1.0,Westlands,8000000
1,2.0,Westlands,8300000
2,,Westlands,12532788
1,1.0,Westlands,6800000
2,3.0,Westlands,28000000
2,3.0,Lavington,18000000
2,2.0,Riverside,24300000
2,1.0,Kileleshwa,7000000
5,6.0,Lavington,33000000
0,1.0,Kilimani,1900000
1,1.0,Kileleshwa,4000000
2,2.0,Kitisuru,9999999
1,1.0,Thika,5500000
0,1.0,Mombasa Road,7780000
3,4.0,Kileleshwa,11500000
4,4.0,Westlands,21200000
3,2.0,Kiambu,8700000
0,1.0,Lavington,4890000
3,3.0,Kileleshwa,11000000
3,3.0,Kileleshwa,16125000
3,3.0,Kileleshwa,12500000
1,1.0,Westlands,7900000
2,3.0,Westlands,17000000
3,4.0,Kilimani,22000000
2,1.0,Riverside,7900000
3,3.0,Kilimani,12000000
2,2.0,Lavington,11000000
1,1.0,Westlands,8800000
2,3.0,Westlands,14650000
5,6.0,Lavington,26300000
3,3.0,Westlands,18000000
2,2.0,Kitisuru,9500000
5,7.0,Kileleshwa,64000000
1,1.0,Lavington,5000000
2,2.0,Westlands,16500000
2,2.0,Westlands,11500000
4,5.0,Muthaiga,75000000
2,2.0,Westlands,6700000
2,2.0,Kileleshwa,9000000
3,3.0,Kileleshwa,33000000
2,3.0,Riverside,25900000
3,3.0,Parklands,12000000
4,4.0,Kilimani,14800000
3,3.0,Westlands,35500000
2,2.0,Kilimani,8600000
3,3.0,Westlands,39000000
1,1.0,Westlands,30000000
2,4.0,Westlands,14650000
2,2.0,Lavington,7000000
1,1.0,Westlands,6900000
1,1.0,Westlands,8800000
3,3.0,Westlands,22000000
3,3.0,Lavington,11000000
3,,Kitisuru,11000000
4,4.0,Kileleshwa,20000000
2,2.0,Lavington,20000000
2,2.0,Lavington,8600000
1,1.0,Lavington,8000000
1,1.0,Kilimani,7200000
2,,Lavington,10090000
4,5.0,Kileleshwa,24500000
2,1.0,Mombasa Road,5900000
3,3.0,Kileleshwa,27000000
1,1.0,Kileleshwa,4000000
3,4.0,Kilimani,22500000
2,3.0,Kileleshwa,14000000
5,7.0,Kileleshwa,41000000
4,5.0,Kileleshwa,29500000
4,4.0,Lavington,20000000
