Bedrooms,Bathrooms,Location,Price
1,1.0,Westlands,7900000
0,1.0,Kileleshwa,8500000
2,2.0,Lavington,10600000
3,3.0,Parklands,38000000
2,3.0,Kileleshwa,16500000
0,1.0,Kilimani,5000000
3,3.0,Kileleshwa,15500000
3,3.0,Thika,22000000
3,5.0,Riverside,21000000
1,1.0,Westlands,6000000
2,2.0,Lavington,11000000
2,1.0,Kileleshwa,7000000
2,2.0,Kileleshwa,13500000
2,2.0,Westlands,14500000
2,3.0,Westlands,13050000
1,1.0,Kilimani,4000000
2,2.0,Kileleshwa,9800000
1,1.0,Kilimani,4500000
3,3.0,Kilimani,13900000
2,2.0,Lavington,10800000
2,2.0,Kilimani,8600000
4,5.0,Kileleshwa,24500000
2,3.0,Kilimani,10500000
4,4.0,Westlands,52000000
1,1.0,Westlands,7700000
3,4.0,Kileleshwa,18000000
3,1.0,Kileleshwa,19500000
