iter	RMSE
0	0.1523423346
1	0.1496845251
2	0.1473564184
3	0.1449650575
4	0.1427190447
5	0.1405824393
6	0.1387096294
7	0.1367490872
8	0.1350898884
9	0.1332632891
10	0.1316207431
11	0.1302112071
12	0.1285878935
13	0.1271750041
14	0.1259357255
15	0.1246177531
16	0.1234778207
17	0.1224105531
18	0.1213385287
19	0.1203628129
20	0.1193438862
21	0.1184327723
22	0.1176902068
23	0.1167685229
24	0.1160277149
25	0.1153867181
26	0.11478161
27	0.1141781512
28	0.1136043765
29	0.1129248543
30	0.1125185658
31	0.1119844363
32	0.1114497293
33	0.1109515918
34	0.1106720453
35	0.1102117194
36	0.109687154
37	0.109327565
38	0.1089434836
39	0.1085422949
40	0.1081185439
41	0.1078012507
42	0.1074358234
43	0.1071065302
44	0.106818718
45	0.1065616443
46	0.1063003554
47	0.1059846322
48	0.1057193977
49	0.1054617041
50	0.105339633
51	0.1050918667
52	0.1048691517
53	0.1046716967
54	0.1045373667
55	0.1043587453
56	0.1042296498
57	0.1040100784
58	0.1038698716
59	0.1036629531
60	0.1035531649
61	0.1033468048
62	0.103209286
63	0.1030773433
64	0.1029080924
65	0.1028117567
66	0.1027449314
67	0.1025942534
68	0.1025449671
69	0.1024688122
70	0.1022628748
71	0.1021804614
72	0.1019608012
73	0.1017886385
74	0.101741542
75	0.1017053562
76	0.1015169045
77	0.1014015414
78	0.101296184
79	0.1012331389
80	0.1011834619
81	0.1011052361
82	0.1009611555
83	0.1008691717
84	0.1008031292
85	0.1006842622
86	0.1005914743
87	0.1005030314
88	0.1004060843
89	0.1003004447
90	0.1002237605
91	0.1001608108
92	0.1000694235
93	0.09996302235
94	0.09986310575
95	0.09981229005
96	0.09978982399
97	0.09972752457
98	0.09969745738
99	0.09967107809
100	0.09962012102
101	0.09955955209
102	0.09950396423
103	0.09947075346
104	0.09942012233
105	0.09938002334
106	0.09935379313
107	0.09927886094
108	0.09924255926
109	0.0992099628
110	0.09913055183
111	0.09910522918
112	0.09903391645
113	0.09895220698
114	0.09890642734
115	0.09884821266
116	0.09879960666
117	0.09873645765
118	0.09863832516
119	0.0985614712
120	0.09854044545
121	0.09851841277
122	0.09849485872
123	0.09839679781
124	0.09834555925
125	0.09830411833
126	0.09827180106
127	0.09821925877
128	0.09819734844
129	0.09817871158
130	0.09813295523
131	0.09807071239
132	0.09804385451
133	0.09799009341
134	0.09796995046
135	0.09793547016
136	0.0979134592
137	0.09787372913
138	0.09781613113
139	0.09776099366
140	0.09773707025
141	0.09768654311
142	0.09766195966
143	0.09760794122
144	0.09757042606
145	0.09752411927
146	0.09750090903
